"fuel_type_code","station_name","street_address","intersection_directions","city","state","zip","plus4","station_phone","status_code","expected_date","groups_with_access_code","access_days_time","cards_accepted","ev_level1_evse_num","ev_level2_evse_num","ev_dc_fast_count","ev_other_info","ev_network","ev_network_web","geocode_status","latitude","longitude","date_last_confirmed","id","updated_at","owner_type_code","federal_agency_id","federal_agency_name","open_date","ev_connector_types"
"ELEC","BURNS MGT OXFORD 5","6203 Johnston Rd",,"Albany","NY","12203",,"888-758-4389","E",,"Public","24 hours daily",,,"2.0",,,"ChargePoint Network","http://www.chargepoint.com/","GPS","42.685246","-73.870747","2023-08-12T00:00:00.000","173863","2023-08-12 00:09:35",,,,"2021-01-27T00:00:00.000","J1772"
"ELEC","Price Chopper Plaza","1395 New Scotland Rd",,"Slingerlands","NY","12159",,"518-478-0688","E",,"Public","24 hours daily",,,"2.0",,,"Non-Networked",,"GPS","42.638663","-73.857186","2022-03-07T00:00:00.000","72970","2023-02-14 15:54:11","P",,,"2016-01-25T00:00:00.000","J1772"
"ELEC","NATIONAL GRID CHILIS AMHERST","1145 Niagara Falls Blvd",,"Amherst","NY","14226",,"888-758-4389","E",,"Public","24 hours daily",,,"2.0",,,"ChargePoint Network","http://www.chargepoint.com/","GPS","42.984648","-78.821984","2023-08-12T00:00:00.000","162214","2023-08-12 00:09:52",,,,"2020-06-12T00:00:00.000","J1772"
"ELEC","EVCS1 CANANDAIGUA","105 S Main St",,"Canandaigua","NY","14424",,"888-758-4389","E",,"Public","24 hours daily",,,"2.0",,,"ChargePoint Network","http://www.chargepoint.com/","GPS","42.886636","-77.279259","2023-08-12T00:00:00.000","162360","2023-08-12 00:06:17",,,,"2020-06-12T00:00:00.000","J1772"
"ELEC","PEAK POINT APT PEAK POINT EV1","1427 Saratoga Rd",,"Ballston Spa","NY","12020",,"888-758-4389","E",,"Public","24 hours daily",,,"2.0",,,"ChargePoint Network","http://www.chargepoint.com/","GPS","42.978574","-73.861651","2023-08-12T00:00:00.000","191437","2023-08-12 00:27:12",,,,"2021-06-24T00:00:00.000","J1772"
"ELEC","The Delaware","70 Delaware Ave",,"Cohoes","NY","12047",,"844-623-1001","E",,"Public","24 hours daily","A CREDIT D M V",,"8.0",,,"LIVINGSTON","https://www.solution.energy","GPS","42.77107","-73.68467","2022-07-12T00:00:00.000","223090","2023-02-14 15:54:11","P",,,"2021-10-27T00:00:00.000","J1772"
"ELEC","SAVARINO COMPAN BRL 2","BRL Covered Lot, dual charger 1 South Street",,"Buffalo","NY","14204",,"888-758-4389","E",,"Public","24 hours daily",,,"2.0",,,"ChargePoint Network","http://www.chargepoint.com/","GPS","42.86418","-78.86816","2023-08-12T00:00:00.000","164504","2023-08-12 00:19:58",,,,"2020-07-24T00:00:00.000","J1772"
"ELEC","S.A.N.Y. PARKING THREE","160 School Ln",,"Frankfort","NY","13340",,"888-758-4389","E",,"Public","24 hours daily",,,"1.0",,,"ChargePoint Network","http://www.chargepoint.com/","GPS","43.076122","-75.169136","2023-08-12T00:00:00.000","180879","2023-08-12 00:21:50",,,,"2021-01-27T00:00:00.000","J1772"
"ELEC","Prime Parking Systems - 155 E 68th Street - Tesla Destination","155 E 68th St",,"New York","NY","10065",,"212-327-2626  877-798-3752","E",,"Public",,,,"3.0",,,"Tesla Destination","https://www.tesla.com/destination-charging","200-8","40.767743","-73.963665","2022-10-06T00:00:00.000","115024","2023-01-18 15:15:20","P",,,"2015-07-23T00:00:00.000","J1772 TESLA"
"ELEC","South Meadow Marketplace - Tesla Supercharger","740 South Meadow Street",,"Ithaca","NY","14850",,"877-798-3752","E",,"Public","24 hours daily",,,,"8.0",,"Tesla","https://www.tesla.com/supercharger","200-9","42.428603","-76.509111","2023-07-01T00:00:00.000","149318","2023-07-14 19:41:28","P",,,"2019-09-30T00:00:00.000","TESLA"
"ELEC","Albany Parking Authority - Quackenbush Garage","25 Orange St",,"Albany","NY","12207",,"866-816-7584","E",,"Public",,,,"9.0",,,"EV Connect","http://evconnect.com/","GPS","42.65419","-73.747363","2023-08-12T00:00:00.000","185448","2023-08-12 00:47:15",,,,"2019-05-20T00:00:00.000","J1772"
"ELEC","ARCHER GREEN MI STATION 1","92-23 168th St",,"JAMAICA","NY","11433",,"888-758-4389","E",,"Public","24 hours daily",,,"1.0",,,"ChargePoint Network","http://www.chargepoint.com/","GPS","40.70522","-73.79147","2023-08-12T00:00:00.000","225478","2023-08-12 00:27:37",,,,"2022-08-13T00:00:00.000","J1772"
"ELEC","EVolve NY - Schroon Lake - Sunoco","1567 U.S. 9",,"Schroon Lake","NY","12870",,"914-287-4200","E",,"Public","24 hours daily",,,"1.0",,,"Non-Networked",,"GPS","43.869511","-73.752705","2022-07-12T00:00:00.000","170565","2023-02-14 15:54:11","P",,,"2020-12-21T00:00:00.000","J1772"
"ELEC","Nassau Community College","One Education Drive",,"Garden City","NY","11530",,"866-816-7584","E",,"Public",,,,"6.0",,,"EV Connect","http://evconnect.com/","GPS","40.730794","-73.591287","2023-08-12T00:00:00.000","123145","2023-08-12 00:47:03",,,,"2019-04-01T00:00:00.000","J1772"
"ELEC","PRIMA LOFTS LL ALB LOFTS 1.4","1373 Broadway",,"Menands","NY","12204",,"888-758-4389","E",,"Public","24 hours daily",,,"2.0",,,"ChargePoint Network","http://www.chargepoint.com/","GPS","42.676277","-73.733406","2023-08-12T00:00:00.000","175103","2023-08-12 00:18:37",,,,"2021-01-27T00:00:00.000","J1772"
"ELEC","Dino's Tailor Shop","2400 Monroe Av",,"Rochester","NY","14618",,"888-356-8911","E",,"Public","24 hours daily",,,"1.0",,,"FLO","https://flo.ca/","GPS","43.118929","-77.556073","2023-08-12T00:00:00.000","152919","2023-08-12 00:52:13",,,,"2020-01-23T00:00:00.000","J1772"
"ELEC","ESF STATION 6","1 Forestry Dr Campus Drive",,"Syracuse","NY","13210",,"888-758-4389","E",,"Public","24 hours daily",,,"1.0",,,"ChargePoint Network","http://www.chargepoint.com/","GPS","43.034876","-76.134035","2023-08-12T00:00:00.000","207790","2023-08-12 00:28:12",,,,"2022-03-09T00:00:00.000","J1772"
"ELEC","Home 2 Suites Queensbury - Tesla Destination","524 Aviation Rd",,"Queensbury","NY","12804",,"518-741-7600  877-798-3752","E",,"Public",,,,"4.0",,,"Tesla Destination","https://www.tesla.com/destination-charging","200-9","43.3282481","-73.6816353","2022-10-06T00:00:00.000","115216","2023-01-18 15:15:20","P",,,"2018-07-18T00:00:00.000","J1772 TESLA"
"ELEC","LIVEWELL GROUP 501 DERZEE CT","501 Derzee Ct",,"Delmar","NY","12054",,"888-758-4389","E",,"Public","24 hours daily",,,"2.0",,,"ChargePoint Network","http://www.chargepoint.com/","GPS","42.60619","-73.850716","2023-08-12T00:00:00.000","165394","2023-08-12 00:21:43",,,,"2020-08-22T00:00:00.000","J1772"
"ELEC","STRONG MUSEUM STRONG L1 #3","1 Manhattan Square Dr",,"Rochester","NY","14607",,"888-758-4389","E",,"Public","24 hours daily",,,"2.0",,,"ChargePoint Network","http://www.chargepoint.com/","GPS","43.151953","-77.600919","2023-08-12T00:00:00.000","174554","2023-08-12 00:16:13",,,,"2021-01-27T00:00:00.000","J1772"
"ELEC","TONAWANDA YPR POOL PLAZA 1","147 Thorncliff Rd",,"Buffalo","NY","14223",,"888-758-4389","E",,"Public","24 hours daily",,,"2.0",,,"ChargePoint Network","http://www.chargepoint.com/","GPS","42.98276","-78.86685","2023-08-12T00:00:00.000","154517","2023-08-12 00:19:25",,,,"2020-03-17T00:00:00.000","J1772"
"ELEC","LIVONIA CSD ES 1","6 Puppy Ln",,"Livonia","NY","14487",,"888-758-4389","E",,"Public","24 hours daily",,,"2.0",,,"ChargePoint Network","http://www.chargepoint.com/","GPS","42.815314","-77.664885","2023-08-12T00:00:00.000","240830","2023-08-12 00:37:06",,,,"2023-01-03T00:00:00.000","J1772"
"ELEC","Peppermint's Restaurant - Tesla Destination","244 E Main St",,"Avon","NY","14414",,"585-226-2707  877-798-3752","E",,"Public",,,,"3.0",,,"Tesla Destination","https://www.tesla.com/destination-charging","200-9","42.910916","-77.7358019","2022-10-06T00:00:00.000","114882","2023-01-18 15:15:20","P",,,"2017-08-28T00:00:00.000","TESLA"
"ELEC","SKIDMORE ZANKEL","815 N Broadway",,"Saratoga Springs","NY","12866",,"888-758-4389","E",,"Public","24 hours daily",,,"2.0",,,"ChargePoint Network","http://www.chargepoint.com/","GPS","43.095194","-73.782384","2023-08-12T00:00:00.000","123550","2023-08-12 00:13:44",,,,"2019-06-05T00:00:00.000","J1772"
"ELEC","HAMPTON INN STATION 5","1120 South Ave",,"Staten Island","NY","10314",,"888-758-4389","E",,"Public","24 hours daily",,,"2.0",,,"ChargePoint Network","http://www.chargepoint.com/","GPS","40.612706","-74.179076","2023-08-12T00:00:00.000","181664","2023-08-12 00:23:19",,,,"2021-01-27T00:00:00.000","J1772"
"ELEC","Walmart 1949 Fredonia","10401 Bennett Road",,"Fredonia","NY","14063",,"833-632-2778","E",,"Public","24 hours daily",,,,"4.0",,"Electrify America","https://www.electrifyamerica.com/","GPS","42.45379","-79.31118","2023-08-12T00:00:00.000","168359","2023-08-12 00:42:57",,,,"2020-11-13T00:00:00.000","CHADEMO J1772COMBO"
"ELEC","HARMONY MILLS 1 WEST 1 1.2","Mohawk St & Cohoes Mills",,"Cohoes","NY","12047",,"888-758-4389","E",,"Public","24 hours daily",,,"2.0",,,"ChargePoint Network","http://www.chargepoint.com/","GPS","42.78158","-73.705696","2023-08-12T00:00:00.000","149627","2023-08-12 00:16:45",,,,"2019-11-28T00:00:00.000","J1772"
"ELEC","LGA Airpark","99-111 Ditmars Blvd",,"East Elmhurst","NY","11369",,"844-623-1001","E",,"Public - Credit card at all times","24 hours daily","A CREDIT D M V",,"20.0",,,"LIVINGSTON","https://www.solution.energy","GPS","40.77049","-73.87014","2022-11-10T00:00:00.000","233084","2023-02-14 15:54:11","P",,,"2022-08-23T00:00:00.000","J1772"
"ELEC","Icon Parking 150 E 58th Street - Tesla Destination","150 E 58th St",,"New York","NY","10155",,"212-755-8678  877-798-3752","E",,"Public",,,,"3.0",,,"Tesla Destination","https://www.tesla.com/destination-charging","200-9","40.76139","-73.968269","2022-10-06T00:00:00.000","115019","2023-01-18 15:15:20","P",,,"2016-04-30T00:00:00.000","J1772 TESLA"
"ELEC","NY STATE PARKS HARBOR PARK","1111 Fuhrmann Boulevard",,"Buffalo","NY","14203",,"888-758-4389","E",,"Public","24 hours daily",,,"2.0",,,"ChargePoint Network","http://www.chargepoint.com/","GPS","42.845382","-78.863831","2023-08-12T00:00:00.000","162166","2023-08-12 00:10:26",,,,"2020-06-12T00:00:00.000","J1772"
"ELEC","Phyllis Bornt Library","948 State St.",,"Schenectady","NY","12303",,"844-623-1001","E",,"Public","24 hours daily","A CREDIT D M V",,"4.0",,,"LIVINGSTON","https://www.solution.energy","GPS","42.80421","-73.9312","2022-07-12T00:00:00.000","223248","2023-02-14 15:54:11","LG",,,"2022-03-11T00:00:00.000","J1772"
"ELEC","IAWWTF WWTF-CPF50-L","525 3rd St",,"Ithaca","NY","14850",,"888-758-4389","E",,"Public","24 hours daily",,,"1.0",,,"ChargePoint Network","http://www.chargepoint.com/","GPS","42.45042","-76.50718","2023-08-12T00:00:00.000","227926","2023-08-12 00:35:13",,,,"2022-09-21T00:00:00.000","J1772"
"ELEC","Asa Ransom House - Tesla Destination","10529 Main St",,"Clarence","NY","14031",,"716-759-2315  877-798-3752","E",,"Public",,,,"1.0",,,"Tesla Destination","https://www.tesla.com/destination-charging","200-9","42.9797166","-78.5957239","2022-10-06T00:00:00.000","114924","2023-01-18 15:15:20","P",,,"2015-07-06T00:00:00.000","TESLA"
"ELEC","Applegreen Electric - Chittenango Travel Plaza","2188 Tag Rd NY State Thruway",,"Chittenango","NY","13037",,"888-557-7099","E",,"Public - Credit card at all times","24 hours daily","A D Debit M V",,,"4.0",,"Non-Networked",,"GPS","43.0957678778873","-75.8411057714981","2023-05-03T00:00:00.000","259977","2023-05-03 20:36:28","P",,,"2023-04-27T00:00:00.000","CHADEMO J1772COMBO"
"ELEC","Schoolhouse Pediatrics","270 Mansion St",,"Coxsackie","NY","12051",,"844-623-1001","E",,"Public - Credit card at all times","24 hours daily","A CREDIT D M V",,"4.0",,,"LIVINGSTON","https://www.solution.energy","GPS","42.94846","-73.82053","2023-02-13T00:00:00.000","252732","2023-02-14 15:54:11","P",,,"2023-01-12T00:00:00.000","J1772"
"ELEC","WHEATLAND-CHILI ELEMENTRY1","13 Beckwith Ave",,"Scottsville","NY","14546",,"888-758-4389","E",,"Public","24 hours daily",,,"2.0",,,"ChargePoint Network","http://www.chargepoint.com/","GPS","43.025917","-77.748225","2023-08-12T00:00:00.000","187784","2023-08-12 00:21:26",,,,"2021-04-20T00:00:00.000","J1772"
"ELEC","Bay Ridge Municipal Parking Garage","8501 5th Ave",,"Brooklyn","NY","11209",,"866-816-7584","E",,"Public",,,,"5.0",,,"EV Connect","http://evconnect.com/","GPS","40.621698","-74.02567","2023-08-12T00:00:00.000","65288","2023-08-12 00:47:06",,,,"2015-06-01T00:00:00.000","J1772"
"ELEC","EPLLC ELECTRONICS 1","497 Electronics Pkwy",,"Liverpool","NY","13088",,"888-758-4389","E",,"Public","24 hours daily",,,"2.0",,,"ChargePoint Network","http://www.chargepoint.com/","GPS","43.106861","-76.184909","2023-08-12T00:00:00.000","174520","2023-08-12 00:15:48",,,,"2021-01-27T00:00:00.000","J1772"
"ELEC","Jones Beach Field 5","1000 Ocean Parkway",,"Wantagh","NY","11793",,"866-816-7584","E",,"Public",,,,"2.0",,,"EV Connect","http://evconnect.com/","GPS","40.601141","-73.502518","2023-08-12T00:00:00.000","230775","2023-08-12 00:46:59",,,,"2022-09-30T00:00:00.000","J1772"
"ELEC","ALBANY COUNTY STATION","71 Voorheesville Ave",,"Voorheesville","NY","12186",,"888-758-4389","E",,"Public","24 hours daily",,,"2.0",,,"ChargePoint Network","http://www.chargepoint.com/","GPS","42.654156","-73.924676","2023-08-12T00:00:00.000","221607","2023-08-12 00:33:30",,,,"2022-06-22T00:00:00.000","J1772"
"ELEC","G & M REALTY 2 STATION 1","22-44 Jackson Ave",,"LIC","NY","11101",,"888-758-4389","E",,"Public","24 hours daily",,,"2.0",,,"ChargePoint Network","http://www.chargepoint.com/","GPS","40.745393","-73.946234","2023-08-12T00:00:00.000","224248","2023-08-12 00:34:16",,,,"2022-07-22T00:00:00.000","J1772"
"ELEC","MICHAELSGRP MICHAELS GROUP2","1 Marion's way",,"Mechanicville","NY","12118",,"888-758-4389","E",,"Public","24 hours daily",,,"2.0",,,"ChargePoint Network","http://www.chargepoint.com/","GPS","42.957663","-73.789273","2023-08-12T00:00:00.000","195768","2023-08-12 00:28:38",,,,"2021-09-10T00:00:00.000","J1772"
"ELEC","Towne Plaza","4390 Buffalo Rd",,"North Chili","NY","14514",,"518-691-3119","E",,"Public - Credit card at all times","24 hours daily","A D Debit M V",,"8.0",,,"LIVINGSTON","https://www.solution.energy","GPS","43.120322","-77.807639","2021-07-14T00:00:00.000","191114","2022-02-10 19:42:29","P",,,"2020-09-25T00:00:00.000","J1772"
"ELEC","EXECUTIVE PARK #3","2 Executive Blvd",,"Montebello","NY","10901",,"888-758-4389","E",,"Public","24 hours daily",,,"2.0",,,"ChargePoint Network","http://www.chargepoint.com/","GPS","41.12016","-74.11672","2023-08-12T00:00:00.000","175754","2023-08-12 00:20:50",,,,"2021-01-27T00:00:00.000","J1772"
"ELEC","Point Place Casino - Tesla Destination","450-452 NY-31",,"Bridgeport","NY","13030",,"315-366-9610  877-798-3752","E",,"Public",,,,"2.0",,,"Tesla Destination","https://www.tesla.com/destination-charging","200-9","43.1547822","-75.9655463","2022-10-06T00:00:00.000","114887","2023-01-18 15:15:20","P",,,"2018-05-10T00:00:00.000","TESLA"
"ELEC","SHG FAIRFIELD 1.5","21 Big Boom Rd",,"Queensbury","NY","12804",,"888-758-4389","E",,"Public","24 hours daily",,,"2.0",,,"ChargePoint Network","http://www.chargepoint.com/","GPS","43.295834","-73.67621","2023-08-12T00:00:00.000","181987","2023-08-12 00:24:35",,,,"2021-01-27T00:00:00.000","J1772"
"ELEC","Rapidpark 210 W 102nd Street - Tesla Destination","210 W 102st St",,"New York","NY","10025",,"212-864-8605  877-798-3752","E",,"Public",,,,"3.0",,,"Tesla Destination","https://www.tesla.com/destination-charging","200-9","40.798108","-73.968204","2022-10-06T00:00:00.000","115051","2023-01-18 15:15:20","P",,,"2017-08-17T00:00:00.000","J1772 TESLA"
"ELEC","MB ROCHESTER NY STATION 1","4296 W Henrietta Rd",,"Rochester","NY","14623",,"888-758-4389","E",,"Public","24 hours daily",,,"2.0",,,"ChargePoint Network","http://www.chargepoint.com/","GPS","43.066135","-77.646545","2023-08-12T00:00:00.000","203086","2023-08-12 00:30:56",,,,"2021-12-28T00:00:00.000","J1772"
"ELEC","NYC FLEET DPRMBLOT8_1_L3","920 Father Capodanno Blvd",,"Midland Beach","NY","10305",,"888-758-4389","E",,"Public","24 hours daily",,,,"1.0",,"ChargePoint Network","http://www.chargepoint.com/","GPS","40.572636","-74.08614","2023-08-12T00:00:00.000","182295","2023-08-12 00:23:13",,,,"2021-01-27T00:00:00.000","CHADEMO J1772COMBO"
"ELEC","FLEETWOODGARAGE STATION ONE","42 Broad St W",,"Mount Vernon","NY","10552",,"888-758-4389","E",,"Public","24 hours daily",,,"2.0",,,"ChargePoint Network","http://www.chargepoint.com/","GPS","40.92594","-73.83715","2023-08-12T00:00:00.000","171343","2023-08-12 00:25:07",,,,"2021-01-16T00:00:00.000","J1772"
"ELEC","Nissan 112","730 Route 112","Route 112","Patchogue","NY","11772",,,"E",,"Public - Call ahead","Dealership business hours; contact 631-289-9100 for more information",,,"1.0","1.0",,"Non-Networked",,"GPS","40.792986","-73.00827","2020-06-09T00:00:00.000","44180","2023-02-15 22:45:41","P",,,"2011-11-30T00:00:00.000","CHADEMO J1772"
"ELEC","Chris' Coffee","348 Old Niskayuna Rd",,"Latham","NY","12110",,"833-692-6787","E",,"Public - Credit card at all times","Contact station for hours of availability.","A ANDROID_PAY APPLE_PAY CREDIT D M",,"2.0",,,"AMPUP","https://ampup.io/","200-9","42.745366","-73.795604","2022-10-11T00:00:00.000","229904","2023-02-14 15:54:11","P",,,"2022-09-15T00:00:00.000","J1772"
"ELEC","Quik Park 81 Fleet Place LLC - Tesla Destination","81 Fleet Pl",,"Brooklyn","NY","11201",,"212-832-2066  877-798-3752","E",,"Public",,,,"3.0",,,"Tesla Destination","https://www.tesla.com/destination-charging","200-9","40.693248","-73.981744","2022-10-06T00:00:00.000","114915","2023-01-18 15:15:20","P",,,"2016-03-11T00:00:00.000","J1772 TESLA"
"ELEC","STONY BROOK UNV ADMIN 2","100 Nicolls Road",,"Stony Brook","NY","11790",,"888-758-4389","E",,"Public","24 hours daily",,,"2.0",,,"ChargePoint Network","http://www.chargepoint.com/","GPS","40.914698","-73.11948","2023-08-12T00:00:00.000","165784","2023-08-12 00:06:36",,,,"2020-08-29T00:00:00.000","J1772"
"ELEC","Delaware Plaza\","3 Normanskill Blvd",,"Delmar","NY","12054",,"518-691-3119","E",,"Public","24 hours daily",,,"4.0",,,"LIVINGSTON","https://www.solution.energy","GPS","42.628821","-73.811187","2022-07-12T00:00:00.000","189509","2023-02-14 15:54:11","P",,,"2022-07-08T00:00:00.000","J1772"
"ELEC","Holiday Inn - Johnstown Side","308 N Comrie Ave",,"Johnstown","NY","12095",,"844-623-1001","E",,"Public - Credit card at all times","24 hours daily","A CREDIT D M V",,"4.0",,,"LIVINGSTON","https://www.solution.energy","GPS","43.02306","-74.36016","2022-12-13T00:00:00.000","236888","2023-02-14 15:54:11","P",,,"2022-11-01T00:00:00.000","J1772"
"ELEC","100 Rockwood St","100 Rockwood St",,"Rochester","NY","14610",,"866-816-7584","E",,"Public",,,,"4.0",,,"EV Connect","http://evconnect.com/","GPS","43.144836","-77.549751","2023-08-12T00:00:00.000","301760","2023-08-12 00:47:54",,,,"2023-06-30T00:00:00.000","J1772"
"ELEC","Holiday Inn Express","12740 Rte 9W",,"Coxsackie","NY","12192",,"732-763-4302","E",,"Public - Credit card at all times","Contact station for hours of availability","A ANDROID_PAY APPLE_PAY CREDIT D M",,"4.0",,,"AMPUP","https://ampup.io/","GPS","42.3948479","-73.8260542","2023-06-12T00:00:00.000","262127","2023-06-12 16:56:16","P",,,"2023-03-24T00:00:00.000","J1772"
"ELEC","Burdick Nissan","5885 E Circle Dr",,"Cicero","NY","13039",,"315-458-8915","E",,"Public - Call ahead","Dealership business hours",,,"1.0",,,"Non-Networked",,"200-9","43.147147","-76.114274","2020-06-09T00:00:00.000","44331","2023-02-15 22:45:41","P",,,"2011-11-30T00:00:00.000","J1772"
"ELEC","TOB CHARGERS EV STATION 2","1 Independence Hill",,"Farmingville","NY","11738",,"888-758-4389","E",,"Public","24 hours daily",,,"2.0",,,"ChargePoint Network","http://www.chargepoint.com/","GPS","40.845462","-73.015757","2023-08-12T00:00:00.000","185144","2023-08-12 00:24:18",,,,"2021-02-18T00:00:00.000","J1772"
"ELEC","233 LAKE AVE GROVE 1.3","233 Lake Ave",,"Saratoga Springs","NY","12866",,"888-758-4389","E",,"Public","24 hours daily",,,"2.0",,,"ChargePoint Network","http://www.chargepoint.com/","GPS","43.0856","-73.7656","2023-08-12T00:00:00.000","182057","2023-08-12 00:24:37",,,,"2021-01-27T00:00:00.000","J1772"
"ELEC","Binghamton University Smart Energy Building","25 Murray Hill Rd",,"Vestal","NY","13850",,"607-777-2517","E",,"Public - Credit card at all times","24 hours daily","A D Debit M V",,"6.0",,,"Non-Networked",,"GPS","42.0942402084301","-75.9604934692889","2022-09-14T00:00:00.000","227068","2023-02-14 15:54:11","P",,,"2022-08-26T00:00:00.000","J1772"
"ELEC","Parkash 4769 LLC - 4769 White Plains","4769 White Plains Road",,"Bronx","NY","10470",,"888-998-2546","E",,"Public",,,,"7.0",,,"Blink Network","http://www.blinkcharging.com/","GPS","40.905461","-73.849791","2023-06-20T00:00:00.000","241222","2023-06-20 00:11:09",,,,"2023-01-06T00:00:00.000","J1772"
"ELEC","ULSTER COUNTY SUNY EXTENSION","124 Marys Ave",,"Kingston","NY","12401",,"888-758-4389","E",,"Public","24 hours daily",,,"2.0",,,"ChargePoint Network","http://www.chargepoint.com/","GPS","41.923523","-73.998415","2023-08-12T00:00:00.000","212140","2023-08-12 00:32:20",,,,"2022-03-22T00:00:00.000","J1772"
"ELEC","ELLIS CHEVY LVL2#1","551 E Main St",,"Malone","NY","12953",,"888-758-4389","E",,"Public","24 hours daily",,,"2.0",,,"ChargePoint Network","http://www.chargepoint.com/","GPS","44.850006","-74.284325","2023-08-12T00:00:00.000","222223","2023-08-12 00:34:03",,,,"2022-06-30T00:00:00.000","J1772"
"ELEC","NATIONAL GRID BUFFALO STATE","1300 Elmwood Ave",,"Buffalo","NY","14222",,"888-758-4389","E",,"Public","24 hours daily",,,"2.0",,,"ChargePoint Network","http://www.chargepoint.com/","GPS","42.931359","-78.879109","2023-08-12T00:00:00.000","162136","2023-08-12 00:11:29",,,,"2020-06-12T00:00:00.000","J1772"
"ELEC","Sheraton Tarrytown Hotel - Tesla Supercharger","600 White Plains Road",,"Tarrytown","NY","10591",,"877-798-3752","E",,"Public","24 hours daily",,,,"12.0",,"Tesla","https://www.tesla.com/supercharger","200-8","41.0615","-73.836457","2023-07-01T00:00:00.000","102346","2023-07-14 19:41:28","P",,,"2017-01-15T00:00:00.000","TESLA"
"ELEC","BEDFORD_EV KATONAH LOT 1","70 Katonah Ave.  Lot 1",,"Katonah","NY","10536",,"888-758-4389","E",,"Public","24 hours daily",,,"2.0",,,"ChargePoint Network","http://www.chargepoint.com/","GPS","41.259809","-73.683831","2023-08-12T00:00:00.000","162339","2023-08-12 00:06:42",,,,"2020-06-12T00:00:00.000","J1772"
"ELEC","AUCITON DIRECT AUCTIONDIRECT1","6520 96",,"Victor","NY","14564",,"888-758-4389","E",,"Public","24 hours daily",,,"2.0",,,"ChargePoint Network","http://www.chargepoint.com/","GPS","42.976358","-77.387104","2023-08-12T00:00:00.000","251806","2023-08-12 00:33:47",,,,"2023-01-25T00:00:00.000","J1772"
"ELEC","GGMC 91 E 9th Street - Tesla Destination","91 East 9th Street",,"New York","NY","10003",,"212-995-1940  877-798-3752","E",,"Public",,,,"3.0",,,"Tesla Destination","https://www.tesla.com/destination-charging","GPS","40.730723","-73.990854","2022-10-06T00:00:00.000","250852","2023-01-18 15:15:20","P",,,"2016-11-14T00:00:00.000","J1772 TESLA"
"ELEC","SRYMCASSB BATTENKILL 1.1","15 Van Ness Ave",,"Greenwich","NY","12834",,"888-758-4389","E",,"Public","24 hours daily",,,"2.0",,,"ChargePoint Network","http://www.chargepoint.com/","GPS","43.093964","-73.506775","2023-08-12T00:00:00.000","183460","2023-08-12 00:24:19",,,,"2021-01-27T00:00:00.000","J1772"
"ELEC","TOPS Friendly Markets","504 1/2, S Franklin St",,"Watkins Glen","NY","14891",,"607-535-4064","E",,"Public - Credit card at all times","24 hours daily","A D Debit M V",,"2.0",,,"Non-Networked",,"GPS","42.3696793830572","-76.8674584831195","2022-09-14T00:00:00.000","226518","2023-02-14 15:54:11","P",,,"2022-08-25T00:00:00.000","J1772"
"ELEC","MONTANTE SOLAR STATION 1","1277 Delaware Ave",,"Buffalo","NY","14209",,"888-758-4389","E",,"Public","24 hours daily",,,"2.0",,,"ChargePoint Network","http://www.chargepoint.com/","GPS","42.918166","-78.867129","2023-08-12T00:00:00.000","217204","2023-08-12 00:32:58",,,,"2022-05-08T00:00:00.000","J1772"
"ELEC","Discover 97 Parking LLC","750 Columbus Avenue","Entrance on 110 West 97th St. ||Attendant will assist in charging ||vehicle.  Parking rates apply. Inquire ||within.||","New York","NY","10025",,"888-998-2546","E",,"Public",,,,"3.0",,,"Blink Network","http://www.blinkcharging.com/","GPS","40.793416","-73.967719","2023-06-21T00:00:00.000","190531","2023-06-21 00:00:49",,,,"2021-06-01T00:00:00.000","J1772"
"ELEC","PHILLIPSHDWR PHILLIPS STA2","6517 NY-158",,"Altamont","NY","12009",,"888-758-4389","E",,"Public","24 hours daily",,,"2.0",,,"ChargePoint Network","http://www.chargepoint.com/","GPS","42.71287","-73.989773","2023-08-12T00:00:00.000","196362","2023-08-12 00:28:32",,,,"2021-09-25T00:00:00.000","J1772"
"ELEC","GOALDAC POWER 4 EVSE 1","309 Power Ave",,"Hudson","NY","12534",,"888-758-4389","E",,"Public","24 hours daily",,,"2.0",,,"ChargePoint Network","http://www.chargepoint.com/","GPS","42.24875","-73.7955","2023-08-12T00:00:00.000","200458","2023-08-12 00:29:42",,,,"2021-11-03T00:00:00.000","J1772"
"ELEC","Lakeland Park","11 Foreman St",,"Cazenovia","NY","13035",,"315-655-3041","E",,"Public","Dawn to dusk daily",,,"2.0",,,"Non-Networked",,"200-8","42.929429","-75.859296","2022-06-14T00:00:00.000","88340","2023-02-14 15:54:11","LG",,,"2017-10-01T00:00:00.000","J1772"
"ELEC","SYLVAN BEACH SPENCER AVE","6938 Main St",,"Blossvale","NY","13308",,"888-758-4389","E",,"Public","24 hours daily",,,"2.0",,,"ChargePoint Network","http://www.chargepoint.com/","GPS","43.197199","-75.728611","2023-08-12T00:00:00.000","171230","2023-08-12 00:24:31",,,,"2021-01-10T00:00:00.000","J1772"
"ELEC","The Shops at Riverhead","1762 Old Country Rd",,"Riverhead","NY","11901",,"877-455-3833","E",,"Public","24 hours daily",,,,"2.0",,"eVgo Network","https://www.evgo.com/","GPS","40.927889","-72.706158","2023-08-11T00:00:00.000","228788","2023-08-11 23:56:58",,,,"2019-10-03T00:00:00.000","CHADEMO J1772COMBO"
